 parcel_id,land_use,property_address, property_city, sale_date, sale_price, sold_as_vacant,acreage, neighborhood, land_value,building_value, total_value,finished_area,year_built, bed_rooms,full_bath,half_bath
118 01 0 159.00,SINGLE FAMILY,1106  PARIS AVE,NASHVILLE,2013-10-10,725576,No,0.17,1626,140000,433300,583200,3134,2013,3,3,0
118 01 0 304.00,SINGLE FAMILY,920  MONTROSE AVE,NASHVILLE,2013-10-01,615000,No,0.18,1626,140000,445300,590600,2980,1929,4,2,1
118 01 0 330.00,SINGLE FAMILY,912  HALCYON AVE,NASHVILLE,2013-10-24,439900,No,0.17,1626,140000,279500,424400,2366,1935,3,2,0
118 01 0 445.00,SINGLE FAMILY,880  MONTROSE AVE,NASHVILLE,2013-10-07,245000,No,0.16,1626,120000,498900,618900,3623,2014,4,3,0
118 05 0 198.00,SINGLE FAMILY,919  BATTLEFIELD DR,NASHVILLE,2013-10-04,415000,No,0.46,3726,184000,229400,429300,2826,1945,4,3,0
118 14 0 094.00,SINGLE FAMILY,3624  RAINBOW PL,NASHVILLE,2013-10-04,550000,No,0.42,9528,203500,210500,425500,3315,1950,2,2,0
118 14 0 163.00,SINGLE FAMILY,3713  MCCONNELL ST,NASHVILLE,2013-10-29,427450,No,1.21,9527,202500,418500,621000,4554.19995,1966,4,4,0
128 10 0 166.00,SINGLE FAMILY,227  COLT DR,NASHVILLE,2013-10-16,142000,No,0.23,6732,36000,83500,119500,1300,1971,3,1,0
128 10 0 210.00,ZERO LOT LINE,8122  STACY SQUARE CT,NASHVILLE,2013-10-16,100000,No,0.09,6732,18000,71400,89400,1280,1983,2,2,1
128 10 0 242.00,SINGLE FAMILY,7721  DAN KESTNER DR,NASHVILLE,2013-10-18,229500,No,0.24,6732,36000,133000,169000,2067.59998,1996,3,3,0
128 14 0 128.00,SINGLE FAMILY,8044  ARBOR DR,NASHVILLE,2013-10-04,245900,No,0.36,6733,34000,150400,205700,2369,1969,3,1,1
128 14 0 180.00,SINGLE FAMILY,8037  STALLION CT,NASHVILLE,2013-10-04,142900,No,0.35,6732,36000,92200,128200,1375,1969,3,1,1
128 14 0 185.00,SINGLE FAMILY,8017  STALLION CT,NASHVILLE,2013-10-18,146500,No,0.23,6732,36000,95600,131700,1504,1969,3,1,1
129 04 0 081.00,SINGLE FAMILY,5927  OLD HARDING PIKE,NASHVILLE,2013-10-14,243750,No,0.65,4429,119000,96100,218500,1464,1945,3,1,0
129 11 0 050.00,SINGLE FAMILY,922  NEUHOFF LN,NASHVILLE,2013-10-30,242500,No,0.34,4326,70000,193800,263800,2431.75,1965,4,2,0
129 12 0 142.00,SINGLE FAMILY,102  CLYDELAN CT,NASHVILLE,2013-10-30,1284000,No,0.67,4327,339300,911500,1292600,5369,2013,5,6,2
129 16 0 004.00,SINGLE FAMILY,928  PERCY WARNER BLVD,NASHVILLE,2013-10-23,210000,No,0.34,4326,70000,119700,189700,1442,1965,3,2,0
130 02 0 128.00,SINGLE FAMILY,601  BELLE MEADE BLVD,NASHVILLE,2013-10-22,860000,No,0.52,9026,526500,452100,978600,3145,1929,4,4,0
130 03 0 002.00,SINGLE FAMILY,580  JACKSON BLVD,NASHVILLE,2013-10-31,2070000,No,2.93,9026,1126700,1146500,2375400,5965,1958,4,7,0
130 09 0 128.00,SINGLE FAMILY,1205  NICHOL LN,NASHVILLE,2013-10-30,564000,No,0.38,4327,375000,331200,706200,3096,1940,4,4,0
131 03 0 037.00,SINGLE FAMILY,1809  WARFIELD DR,NASHVILLE,2013-10-01,325000,No,0.4,3727,210000,89300,301600,1260,1948,3,1,0
131 04 0 243.00,SINGLE FAMILY,1111  BROOKMEADE DR,NASHVILLE,2013-10-18,315000,No,0.51,3727,200000,418800,618800,3037.5,2014,3,2,1
131 07 0 164.00,SINGLE FAMILY,4404  SHYS HILL RD,NASHVILLE,2013-10-25,875000,No,0.55,3728,220500,712400,932900,5872.15991,2004,5,4,3
131 11 0 075.00,SINGLE FAMILY,4606  BELMONT PARK TER,NASHVILLE,2013-10-30,1200000,No,1.12,3728,245000,715900,960900,6446.80014,2007,5,5,2
131 13 0 036.00,VACANT RES LAND,1608  TYNEWOOD DR,NASHVILLE,2013-10-29,335000,Yes,1.15,9226,285000,809400,1094400,5494.19995,2014,4,4,2
132 01 0 096.00,SINGLE FAMILY,4033  RUSSELLWOOD DR,NASHVILLE,2013-10-18,352000,No,0.45,9528,203500,112000,315500,1447,1950,3,1,1
132 05 0 065.00,SINGLE FAMILY,4318  DALE AVE,NASHVILLE,2013-10-11,395000,No,0.46,3727,200000,153700,365600,1668,1945,2,2,0
132 13 0 026.00,SINGLE FAMILY,956  VAN LEER DR,NASHVILLE,2013-10-31,590000,No,1.16,9529,250000,305600,555600,3693,1951,3,3,1
142 10 0 116.00,SINGLE FAMILY,7233  GREEN MEADOWS LN,NASHVILLE,2013-10-01,176800,No,0.3,6735,36000,129500,175600,1716,1979,3,2,0
142 11 0 051.00,SINGLE FAMILY,504  HOLLY HILL CT,NASHVILLE,2013-10-11,195000,No,0.45,6735,45000,145200,190200,2040,1965,3,2,0
144 00 0 020.02,SINGLE FAMILY,2056  TIMBERWOOD DR,NASHVILLE,2013-10-30,368000,No,2.57,9226,360600,7400,368000,3186,1969,4,2,1
144 14 0 007.00,SINGLE FAMILY,2149  CHICKERING LN,NASHVILLE,2013-10-21,575000,No,3.24,9226,334800,194200,529000,2934,1968,3,3,1
145 00 0 083.00,SINGLE FAMILY,1770  TYNE BLVD,NASHVILLE,2013-10-28,655000,No,2,9226,418000,272300,690300,4086,1969,3,4,0
145 07 0 004.00,SINGLE FAMILY,1125  RIDGEVIEW DR,NASHVILLE,2013-10-15,440000,No,1.69,9529,293500,974100,1267600,6642,1957,5,6,0
145 09 0 004.00,SINGLE FAMILY,2004  OTTER VALLEY LN,NASHVILLE,2013-10-28,525000,No,2.43,9226,315000,161200,476200,3148,1968,4,3,0
145 10 0 069.00,VACANT RES LAND,1223  MARY HELEN DR,NASHVILLE,2013-10-31,350000,Yes,1.5,9226,315000,715800,1030800,5321.875,2015,4,4,1
145 12 0 018.00,SINGLE FAMILY,5055  LAKEVIEW DR,NASHVILLE,2013-10-23,493000,No,1.74,9529,246600,241000,487600,3051,1957,3,3,0
146 06 0 046.00,SINGLE FAMILY,831  TYNE VALLEY CT,NASHVILLE,2013-10-15,1285000,No,2,9529,310000,765400,1186600,6108.80005,1992,3,5,0
146 09 0 010.00,SINGLE FAMILY,4981  TYNE RIDGE CT,NASHVILLE,2013-10-30,1125000,No,2.19,9529,248000,933700,1182100,8308.80011,1993,5,4,0
146 13 0 008.00,SINGLE FAMILY,845  OTTER CREEK RD,NASHVILLE,2013-10-25,500000,No,1.46,9529,218400,134100,352500,2287,1977,3,4,0
158 03 0 050.00,SINGLE FAMILY,6112  MELBOURNE DR,NASHVILLE,2013-10-01,439000,No,1.07,9226,315000,85100,400100,2220,1960,4,2,0
158 10 0 023.00,SINGLE FAMILY,1935  OLD HICKORY BLVD,BRENTWOOD,2013-10-10,463000,No,2.12,6528,238700,248800,487500,3685,1971,5,3,1
159 12 0 005.00,VACANT RES LAND,5551  HILLVIEW DR,BRENTWOOD,2013-10-16,566906,No,1.14,9530,126000,418400,544400,3986,2013,4,3,1
160 06 0 012.00,SINGLE FAMILY,809  FOREST HILLS DR,NASHVILLE,2013-10-31,485000,No,2.06,9530,200000,327200,527200,5083,1971,5,4,0
160 09 0 036.00,SINGLE FAMILY,5556  HILLVIEW DR,BRENTWOOD,2013-10-25,546000,No,1.51,9530,210000,298300,508300,3808,1977,4,5,0
081 03 0 369.00,ZERO LOT LINE,1726  KELLOW ST,NASHVILLE,2013-10-18,34500,No,0.1,3326,6000,32200,38200,960,1986,2,1,0
081 07 0 129.00,SINGLE FAMILY,2020  10TH AVE N,NASHVILLE,2013-10-02,38350,No,0.12,226,11000,37000,48000,854,1924,3,1,0
081 07 0 331.00,SINGLE FAMILY,1311  CLAY ST,NASHVILLE,2013-10-04,78000,No,0.33,226,11000,40400,52200,1853,1910,2,1,0
081 07 0 444.01,SINGLE FAMILY,1825  11TH AVE N,NASHVILLE,2013-10-03,50000,No,0.16,226,11000,47200,60000,907,1964,3,1,0
081 07 0 601.00,SINGLE FAMILY,1118  CLAY ST,NASHVILLE,2013-10-01,51500,No,0.11,226,11000,68600,80000,993,1990,3,2,0
081 08 0 102.00,SINGLE FAMILY,1830  9TH AVE N,NASHVILLE,2013-10-28,24000,No,0.19,226,11000,54300,65300,988,1920,2,1,0
081 10 0 177.00,SINGLE FAMILY,1728  25TH AVE N,NASHVILLE,2013-10-30,85500,No,0.17,3326,13000,50900,63900,1060,1963,3,1,0
081 11 0 188.00,SINGLE FAMILY,1634  DR D B TODD JR BLVD,NASHVILLE,2013-10-03,38000,No,0.12,226,13000,39700,52700,952,1920,2,1,0
081 11 0 507.00,SINGLE FAMILY,1628  14TH AVE N,NASHVILLE,2013-10-29,80000,No,0.28,226,13000,56300,69300,1274,1940,4,2,0
081 14 0 110.00,SINGLE FAMILY,1531  23RD AVE N,NASHVILLE,2013-10-15,44000,No,0.28,3326,13000,45500,58800,1239,1930,4,1,0
081 14 0 175.00,DUPLEX,2309  HEIMAN ST,NASHVILLE,2013-10-18,98000,No,0.18,226,13000,73000,86600,2492,1949,7,4,0
081 15 0 191.00,SINGLE FAMILY,1804  HEIMAN ST,NASHVILLE,2013-10-11,72000,No,0.17,226,13000,113800,126800,1990,1963,4,3,0
081 15 0 232.00,SINGLE FAMILY,1706  UNDERWOOD ST,NASHVILLE,2013-10-15,52000,No,0.11,226,13000,54000,67000,1191,2006,3,2,0
090 08 0 030.00,SINGLE FAMILY,611  ANNEX AVE,NASHVILLE,2013-10-03,128000,No,0.2,3329,18000,103500,123700,1860,1950,3,2,0
090 08 0 132.00,SINGLE FAMILY,729  CROLEY DR,NASHVILLE,2013-10-04,38000,No,0.13,3329,18000,62900,80900,836,1959,3,1,0
090 12 0 330.00,SINGLE FAMILY,549  ANNEX AVE,NASHVILLE,2013-10-09,75500,No,0.17,3328,31000,96600,127600,945,1966,2,1,0
090 12 0 351.00,SINGLE FAMILY,671  WESTBORO DR,NASHVILLE,2013-10-16,85000,No,0.17,3329,24000,89700,118100,972,1969,3,1,0
090 16 0 050.00,SINGLE FAMILY,607  AMERICAN RD,NASHVILLE,2013-10-30,158000,No,0.22,3328,31000,102600,133600,1227,1957,3,1,0
091 04 0 046.00,SINGLE FAMILY,1038  40TH AVE N,NASHVILLE,2013-10-24,14000,No,0.14,1127,20000,83000,103000,942,1947,3,1,0
091 07 0 292.00,SINGLE FAMILY,5212 B  MICHIGAN AVE,NASHVILLE,2013-10-01,129900,No,0.12,1226,45000,267900,312900,2700,2013,4,2,1
091 09 0 011.00,DUPLEX,6124  ROBERTSON AVE,NASHVILLE,2013-10-31,160000,No,0.67,3329,18000,94800,112800,2335,1951,6,4,0
091 10 0 459.00,SINGLE FAMILY,5823  MACKIE PL,NASHVILLE,2013-10-28,79000,No,0.17,3329,15000,58100,73100,768,1998,2,1,0
091 11 0 129.00,SINGLE FAMILY,5307  ILLINOIS AVE,NASHVILLE,2013-10-18,55000,No,0.09,1226,45000,210900,255900,2012,2014,3,3,0
091 13 0 073.00,SINGLE FAMILY,508  E BEND DR,NASHVILLE,2013-10-16,52440,No,0.18,3329,24000,67700,91700,824,1948,2,1,0
091 13 0 376.00,VACANT RES LAND,437  NEWTON CT,NASHVILLE,2013-10-11,25000,Yes,0.22,3329,18000,168200,186200,1559,2015,3,2,1
091 14 0 015.00,SINGLE FAMILY,46  TWIN ST,NASHVILLE,2013-10-11,3000,No,0.11,3329,16200,145100,161300,1412,2014,3,2,0
092 02 0 202.00,SINGLE FAMILY,2711  ALAMEDA ST,NASHVILLE,2013-10-29,65000,No,0.14,1127,13000,80100,93100,2091,1920,5,1,0
102 03 0 022.00,SINGLE FAMILY,603  COMET DR,NASHVILLE,2013-10-08,189900,No,0.23,3328,31000,144200,175200,2044.5,1962,3,1,1
102 03 0 028.00,SINGLE FAMILY,612  GALAXIE DR,NASHVILLE,2013-10-15,145000,No,0.25,3328,31000,93600,124600,1345,1962,3,1,1
102 03 0 089.00,SINGLE FAMILY,6514  SPRINT DR,NASHVILLE,2013-10-31,156000,No,0.25,3328,31000,114300,145300,1502,1965,3,1,0
114 00 0 225.00,SINGLE FAMILY,7537  SAWYER BROWN RD,NASHVILLE,2013-10-18,185000,No,1.83,6736,69900,102100,172000,1936.31998,1968,3,2,1
114 14 0 024.00,SINGLE FAMILY,354  FORREST VALLEY DR,NASHVILLE,2013-10-28,260000,No,1.09,6736,45000,198900,257800,3050,1967,4,3,0
127 00 0 036.00,VACANT RES LAND,0  HIGHWAY 70,NASHVILLE,2013-10-24,40000,Yes,9.26,6739,57400,256700,314100,3672,2016,4,3,1
127 00 0 156.00,SINGLE FAMILY,7459  HUNTWICK TRL,NASHVILLE,2013-10-31,240000,No,1.1,6739,47900,143900,191800,2080,1981,4,2,0
127 00 0 241.00,SINGLE FAMILY,7868  STEEPLECHASE LN,NASHVILLE,2013-10-25,467500,No,7.36,6736,75900,343900,422800,4734.39999,1988,3,4,0
127 09 0 007.00,SINGLE FAMILY,8412  ROLLING HILLS DR,NASHVILLE,2013-10-09,198650,No,1.75,6739,66600,133700,200300,2186,1973,4,2,0
049 00 0 311.00,SINGLE FAMILY,650  W GREEN LN,NASHVILLE,2013-10-02,12000,No,0.26,4927,16800,22800,39600,750,1945,2,1,0
058 11 0 114.00,SINGLE FAMILY,133  HODGE CT,NASHVILLE,2013-10-28,100000,No,0.26,3532,20000,93300,113300,1809.17999,1977,3,1,1
059 15 0 050.00,SINGLE FAMILY,621  MALTA DR,NASHVILLE,2013-10-08,162000,No,0.94,3534,21000,94200,115200,1806,1958,3,1,0
060 13 0 136.00,SINGLE FAMILY,2710  COMBS DR,NASHVILLE,2013-10-11,60000,No,0.18,3535,11000,50600,61600,1584,1972,4,1,1
069 11 0 042.00,SINGLE FAMILY,4016  ASHLAND CITY HWY,NASHVILLE,2013-10-03,236900,No,7.16,3530,70900,121200,192100,3152,1920,4,3,0
070 05 0 031.00,SINGLE FAMILY,2415  STIVERS ST,NASHVILLE,2013-10-15,100,No,0.39,3528,16200,39300,57100,1134,1920,2,1,0
070 05 0 031.00,SINGLE FAMILY,2415  STIVERS ST,NASHVILLE,2013-10-15,32000,No,0.39,3528,16200,39300,57100,1134,1920,2,1,0
070 09 0 147.00,DUPLEX,3229  CURTIS ST,NASHVILLE,2013-10-30,71000,No,0.43,3528,18000,39500,71700,2205,1968,4,3,0
071 02 0 012.00,SINGLE FAMILY,1239  AVONDALE CIR,NASHVILLE,2013-10-18,100845,No,0.18,3527,11000,66100,77100,1152,1980,2,1,0
080 08 0 113.00,SINGLE FAMILY,3254  PANORAMA DR,NASHVILLE,2013-10-21,49910,No,0.16,3536,14000,44100,58100,925,1964,3,1,0
007 15 0 020.00,SINGLE FAMILY,1921  NORMERLE DR,GOODLETTSVILLE,2013-10-11,349900,No,1.03,6826,40000,286500,346300,3564,1974,3,3,1
010 00 0 052.00,SINGLE FAMILY,361  VIEW RIDGE DR,GOODLETTSVILLE,2013-10-21,172400,No,2.5,7226,39800,112800,152600,2096.5,1982,3,2,0
012 00 0 109.00,SINGLE FAMILY,8136  OLD SPRINGFIELD PIKE,GOODLETTSVILLE,2013-10-11,225000,No,3.71,6826,66800,140300,207100,2170,1987,3,2,0
018 00 0 042.00,SINGLE FAMILY,330  MONCRIEF AVE,GOODLETTSVILLE,2013-10-25,154900,No,0.66,9326,28100,107700,140800,1197,1948,3,1,0
018 00 0 164.00,VACANT RES LAND,332  MONCRIEF AVE,GOODLETTSVILLE,2013-10-25,25000,Yes,0.39,9326,24000,175900,199900,1997,2014,3,2,0
018 07 0 070.00,SINGLE FAMILY,508  MATHES CT,GOODLETTSVILLE,2013-10-31,153000,No,0.64,9326,28000,165500,193500,1624,1972,3,1,1
025 04 0 016.00,SINGLE FAMILY,207  W CEDAR ST,GOODLETTSVILLE,2013-10-15,129000,No,0.32,9326,24000,61800,98400,1122,1935,3,1,0
025 16 0 007.00,SINGLE FAMILY,218  MOSS TRL,GOODLETTSVILLE,2013-10-09,148000,No,0.99,9326,30800,96100,126900,1580,1952,4,2,0
026 13 0 005.00,SINGLE FAMILY,421  MOSS TRL,GOODLETTSVILLE,2013-10-24,100000,No,0.9,9326,30800,159300,190100,3396,1951,4,3,0
032 09 0 096.00,SINGLE FAMILY,2161  QUAIL RIDGE DR,NASHVILLE,2013-10-31,221500,No,0.48,6828,30000,190600,220600,2686,2003,4,2,1
033 05 0 015.00,SINGLE FAMILY,221  BIRDWELL CT,GOODLETTSVILLE,2013-10-23,290000,No,0.46,6828,45000,224200,269200,2996,2002,3,3,1
041 06 0 009.00,SINGLE FAMILY,4016  BRICK CHURCH PIKE,NASHVILLE,2013-10-15,133000,No,1.08,6829,28000,84800,112800,1514,1961,3,1,1
042 02 0 001.00,SINGLE FAMILY,832  FONNIC DR,NASHVILLE,2013-10-17,255000,No,3.23,6930,58400,171000,229400,2041,2013,3,2,0
050 03 0 026.00,ZERO LOT LINE,1354  BELLSHIRE TERRACE DR,NASHVILLE,2013-10-30,58000,No,0.27,6829,8000,52400,60400,1200,1988,3,1,1
050 03 0 042.00,SINGLE FAMILY,1300  TUCKAHOE DR,NASHVILLE,2013-10-24,107900,No,0.27,6829,20000,86300,106300,1180,1987,3,2,0
050 10 0 101.00,DUPLEX,3431  BRICK CHURCH PIKE,NASHVILLE,2013-10-04,74000,No,0.28,4831,12000,45900,57900,1537,1984,4,2,0
026 06 0 031.00,SINGLE FAMILY,123  BROCKHAMPTON CT,GOODLETTSVILLE,2013-10-15,158000,No,0.17,9328,26000,105800,131800,1593,1984,3,2,0
042 04 0 096.00,SINGLE FAMILY,226  OLD AMQUI RD,MADISON,2013-10-25,94500,No,0.47,6929,24500,71300,95800,2016,1997,5,3,0
042 11 0 018.00,SINGLE FAMILY,601  N GRAYCROFT AVE,MADISON,2013-10-16,245000,No,1.03,6942,35000,141700,176700,1948,1955,4,2,0
043 05 0 254.00,DUPLEX,503  ANDERSON LN,MADISON,2013-10-03,78375,No,0.27,6950,13600,90900,104500,2132,1976,4,4,0
043 05 0 267.00,VACANT RES LAND,413  ROOSEVELT AVE,MADISON,2013-10-10,15000,Yes,0.38,6950,23600,129600,153200,1582.5,2015,3,2,1
043 06 0 185.00,SINGLE FAMILY,508  FEDDERS DR,MADISON,2013-10-21,100000,No,0.26,6950,20000,86000,108500,1150,1967,3,1,1
043 07 0 079.00,SINGLE FAMILY,313  ARCHWOOD DR,MADISON,2013-10-25,87900,No,0.87,6950,18000,90200,111200,912,1950,3,1,0
043 07 0 115.00,SINGLE FAMILY,330  MYATT DR,MADISON,2013-10-01,115000,No,0.32,6950,23800,53600,77800,900,1968,3,1,0
043 11 0 116.00,SINGLE FAMILY,106  MCARTHUR DR,MADISON,2013-10-11,80000,No,0.34,6950,23800,60100,84900,1067,1940,3,1,0
043 11 0 192.00,SINGLE FAMILY,918  N DUPONT AVE,MADISON,2013-10-30,70000,No,0.23,6950,14400,123100,137500,1331,1981,3,1,0
043 15 0 117.00,SINGLE FAMILY,104  LARKIN SPRINGS RD,MADISON,2013-10-11,115000,No,0.22,6927,27000,90600,117600,1240,2007,3,2,0
043 15 0 166.00,VACANT RES LAND,101  LARKIN SPRINGS RD,MADISON,2013-10-28,134900,No,0.46,6927,27000,97700,124700,1244,2013,3,2,0
051 08 0 073.00,SINGLE FAMILY,260  EMMITT AVE,MADISON,2013-10-28,52500,No,0.29,6927,16000,52600,68600,850,1958,2,1,0
051 08 0 173.00,SINGLE FAMILY,311  DUE WEST AVE,MADISON,2013-10-03,78000,No,0.34,6927,16000,72400,89800,1140,1950,2,2,0
051 14 0 050.00,SINGLE FAMILY,4508  HELMWOOD DR,NASHVILLE,2013-10-29,112250,No,0.35,4830,30000,90000,120000,1050,1957,3,1,0
052 02 0 235.00,SINGLE FAMILY,321  HILLCREST DR,MADISON,2013-10-29,112900,No,1.03,6927,29000,58300,87300,1025,1950,2,1,0
052 03 0 004.00,SINGLE FAMILY,229  RANDY RD,MADISON,2013-10-23,106000,No,1.24,6927,29000,64200,104300,1175,1958,2,1,0
052 05 0 066.00,SINGLE FAMILY,402  EMMITT AVE,MADISON,2013-10-10,85000,No,0.37,6927,16000,50600,71600,1036,1945,2,1,0
052 06 0 054.00,SINGLE FAMILY,704  FLORENCE CIR,MADISON,2013-10-04,121000,No,0.57,6927,26400,111600,138000,2008,1950,4,1,0
052 07 0 097.00,SINGLE FAMILY,103  SANITARIUM RD,MADISON,2013-10-10,230000,No,1.46,6927,32000,157900,207100,1928.25,1945,3,1,1
052 08 0 159.00,SINGLE FAMILY,1536  MEADOW BEND DR,MADISON,2013-10-17,119900,No,0.23,6926,21600,101900,123500,1597,1987,3,2,0
052 11 0 029.00,SINGLE FAMILY,212  PEELER TRL,MADISON,2013-10-15,150000,No,1.28,6926,29700,131100,160800,2451,1959,3,3,0
052 12 0 018.00,SINGLE FAMILY,706  NIX PASS,MADISON,2013-10-29,125000,No,0.48,6926,25000,90600,115600,1190,1952,2,1,0
053 09 0 060.00,ZERO LOT LINE,606  BRENTMEADOW CIR,MADISON,2013-10-03,112900,No,0.17,6926,18000,90000,108000,1269,1989,2,2,0
060 12 0 212.00,SINGLE FAMILY,309  HART CT,NASHVILLE,2013-10-10,105000,No,0.27,4832,15000,105000,120000,1571,1990,3,2,0
060 16 0 225.00,DUPLEX,2709 A  ALHAMBRA CIR,NASHVILLE,2013-10-24,73000,No,0.28,4832,15000,60600,75600,1431,1986,4,2,0
061 03 0 132.00,SINGLE FAMILY,909  MALQUIN DR,NASHVILLE,2013-10-18,173500,No,0.2,7332,26000,128100,169900,1532,1949,2,2,1
061 04 0 057.00,SINGLE FAMILY,1205  HAYSBORO AVE,NASHVILLE,2013-10-29,255500,No,0.29,7326,36000,153700,196100,1600,1953,3,1,1
061 07 0 028.00,SINGLE FAMILY,905  BROADMOOR DR,NASHVILLE,2013-10-08,70000,No,0.19,7332,26000,111600,137600,1036,1950,2,1,0
061 07 0 028.00,SINGLE FAMILY,905  BROADMOOR DR,NASHVILLE,2013-10-29,65000,No,0.19,7332,26000,111600,137600,1036,1950,2,1,0
061 07 0 081.00,SINGLE FAMILY,1114  RICHMOND DR,NASHVILLE,2013-10-11,137500,No,0.41,7326,28000,87400,115400,1025,1947,2,1,0
061 07 0 192.00,SINGLE FAMILY,1017  MAPLEWOOD PL,NASHVILLE,2013-10-31,110000,No,0.17,7332,26000,81900,107900,880,1977,3,1,0
061 08 0 129.00,SINGLE FAMILY,4604  CAMELLIA PL,NASHVILLE,2013-10-03,282000,No,0.49,7327,52700,214900,276000,2203,1950,3,3,0
061 08 0 174.00,SINGLE FAMILY,1215  KENWOOD DR,NASHVILLE,2013-10-18,143100,No,0.4,7327,53000,140100,193100,1780,1950,4,2,0
061 10 0 003.00,DUPLEX,4008 A  HUTSON AVE,NASHVILLE,2013-10-28,75000,No,0.34,4830,18000,57800,75800,1512,1983,4,2,0
061 10 0 237.00,SINGLE FAMILY,3842  HUTSON AVE,NASHVILLE,2013-10-15,116000,No,0.34,4830,18000,110500,128500,1118,2003,3,2,0
061 11 0 005.00,SINGLE FAMILY,913  MCMAHAN AVE,NASHVILLE,2013-10-28,122000,No,0.34,7332,30000,175900,205900,1402,1953,3,2,0
061 11 0 211.00,SINGLE FAMILY,1107  RIVERWOOD DR,NASHVILLE,2013-10-29,256000,No,0.36,7328,38700,210900,252600,2275,1948,4,3,0
061 11 0 250.00,DUPLEX,1132  GREENLAND AVE,NASHVILLE,2013-10-04,180000,No,0.43,7328,37000,114100,151100,1491,1938,4,2,0
061 15 0 023.00,SINGLE FAMILY,3901  BAXTER AVE,NASHVILLE,2013-10-10,379900,No,0.33,7332,30000,300000,330000,3067.65999,1926,3,2,1
061 15 0 091.00,SINGLE FAMILY,1135  ARDEE AVE,NASHVILLE,2013-10-18,146999,No,0.26,7328,30000,108800,138800,1055,1950,2,1,0
061 15 0 217.00,SINGLE FAMILY,1211  NORVEL AVE,NASHVILLE,2013-10-15,199900,No,0.16,7328,30000,143000,173000,1242,1944,3,1,0
061 15 0 302.00,SINGLE FAMILY,3812  BAXTER AVE,NASHVILLE,2013-10-25,287500,No,0.27,7332,30000,167000,197000,1848,1938,4,2,0
061 16 0 295.00,SINGLE FAMILY,1324  ARDEE AVE,NASHVILLE,2013-10-21,106000,No,0.16,7328,30000,159500,189500,1932,1948,3,2,0
071 04 0 209.00,SINGLE FAMILY,2507  FLAMINGO DR,NASHVILLE,2013-10-11,102900,No,0.22,4832,15000,90200,105200,1597.5,1950,3,1,0
071 08 0 037.00,VACANT RES LAND,337  DUKE ST,NASHVILLE,2013-10-15,10000,Yes,0.16,4832,10000,85500,95500,1028,2014,3,2,0
071 08 0 203.00,SINGLE FAMILY,523  WESLEY AVE,NASHVILLE,2013-10-08,137000,No,0.22,4832,15000,99900,114900,1212,1950,3,2,0
071 08 0 214.00,SINGLE FAMILY,543  WESLEY AVE,NASHVILLE,2013-10-31,130000,No,0.32,4832,15000,105100,120100,1020,1955,3,1,0
071 10 0 198.00,ZERO LOT LINE,139 B  ELMHURST AVE,NASHVILLE,2013-10-31,31500,No,0.09,3426,7500,43900,51400,960,1987,2,1,1
071 12 0 224.00,SINGLE FAMILY,722  ONEIDA AVE,NASHVILLE,2013-10-09,12000,No,0.2,3426,15000,188800,203800,1268,2014,3,2,0
071 12 0 265.00,SINGLE FAMILY,903  WARD ST,NASHVILLE,2013-10-28,75000,No,0.22,3426,15000,61300,76300,810,1948,2,1,0
071 12 0 304.00,DUPLEX,1421  LISCHEY AVE,NASHVILLE,2013-10-23,77250,No,0.39,3426,15000,63700,78700,1450,1985,4,2,0
071 15 0 036.00,SINGLE FAMILY,215  LUCILE ST,NASHVILLE,2013-10-17,217500,No,0.16,3426,15000,241600,256600,1692,2015,3,2,0
071 15 0 214.00,SINGLE FAMILY,1309 C  STAINBACK AVE,NASHVILLE,2013-10-17,205000,No,0.1,3426,10500,184500,195000,1351,2013,3,2,0
071 15 0 225.00,SINGLE FAMILY,1333  STAINBACK AVE,NASHVILLE,2013-10-24,176500,No,0.2,3426,15000,116800,137500,1385,1924,2,2,0
071 15 0 513.00,SINGLE FAMILY,1309 B  STAINBACK AVE,NASHVILLE,2013-10-15,203000,No,0.1,3426,10500,184500,195000,1351,2013,3,2,0
071 16 0 065.00,SINGLE FAMILY,1412  MONTGOMERY AVE,NASHVILLE,2013-10-29,45800,No,0.15,3426,15000,136000,151000,1324,1930,3,2,0
071 16 0 273.00,SINGLE FAMILY,1213  N 8TH ST,NASHVILLE,2013-10-21,75000,No,0.23,2026,27000,32400,59400,1191,1930,2,1,0
072 03 0 222.00,SINGLE FAMILY,1211  GREENFIELD AVE,NASHVILLE,2013-10-16,288500,No,0.24,7328,37000,238000,275000,2303.5,1930,4,2,0
072 06 0 301.00,SINGLE FAMILY,1118  KIRKLAND AVE,NASHVILLE,2013-10-25,330000,No,0.31,7328,37000,242500,279500,2376,1930,4,2,0
072 06 0 303.00,SINGLE FAMILY,1122  KIRKLAND AVE,NASHVILLE,2013-10-25,110000,No,0.2,7328,37000,235800,272800,2431,1935,4,3,0
072 07 0 074.00,SINGLE FAMILY,1138  KIRKLAND AVE,NASHVILLE,2013-10-11,80000,Yes,0.54,7328,40000,368700,419500,2549.67505,2014,4,4,0
072 07 0 214.00,SINGLE FAMILY,2929  GLENMEADE DR,NASHVILLE,2013-10-11,159900,No,0.16,3627,25000,104900,129900,1378,1945,2,1,0
